"운영기관","충전소","충전기ID","충전기타입","시설구분(대)","시설구분(소)","지역","시군구","주소","이용가능시간","이용자 제한","충전용량","편의제공","비고"
"서울시","서소문청사(지하주차장)","04","DC콤보","공공시설","관공서","서울특별시","중구 ","서울특별시 중구 덕수궁길 15 (서소문동, 서소문별관) 지하 진입로 직진 20M 지점지하주차장","주중 08:00~19:00, 주말 09:00~18:00","","급속(50kW동시)","",""
"서울시","서소문청사(지하주차장)","05","AC완속","공공시설","관공서","서울특별시","중구 ","서울특별시 중구 덕수궁길 15 (서소문동, 서소문별관) 지하 진입로 직진 20M 지점지하주차장","주중 08:00~19:00, 주말 09:00~18:00","","완속(7kW단독)","",""
"서울시","서소문청사(후생동)","01","AC완속","공공시설","관공서","서울특별시","중구 ","서울특별시 중구 덕수궁길 15 (서소문동, 서소문청사후생동) 지상1층 주차장","주중 08:00~19:00, 주말 09:00~18:00","","완속(7kW단독)","",""
"서울시","서울물재생시설공단","01","DC콤보","공공시설","공공기관","서울특별시","강남구 ","서울특별시 강남구 일원동 580 공단 본사 주차장서울물재생시설공단 본사 주차장","24시간 이용가능","","급속(100kW동시)","",""
"서울시","서울물재생시설공단","02","DC콤보","공공시설","공공기관","서울특별시","강남구 ","서울특별시 강남구 일원동 580 공단 본사 주차장서울물재생시설공단 본사 주차장","24시간 이용가능","","급속(100kW동시)","",""
"서울시","서울시 본관청사","05","DC콤보","공공시설","관공서","서울특별시","중구 ","서울특별시 중구 세종대로 110 (태평로1가, 서울특별시청) 지하2층 24번 기둥","주중 08:00~19:00, 주말 09:00~18:00","","급속(50kW동시)","",""
"서울시","서울시 본관청사","06","DC콤보","공공시설","관공서","서울특별시","중구 ","서울특별시 중구 세종대로 110 (태평로1가, 서울특별시청) 지하2층 24번 기둥","주중 08:00~19:00, 주말 09:00~18:00","","급속(50kW동시)","",""
"서울시","서울시 본관청사","07","DC콤보","공공시설","관공서","서울특별시","중구 ","서울특별시 중구 세종대로 110 (태평로1가, 서울특별시청) 지하2층 24번 기둥","주중 08:00~19:00, 주말 09:00~18:00","","급속(50kW동시)","",""
"서울시","서울시 본관청사","08","DC콤보","공공시설","관공서","서울특별시","중구 ","서울특별시 중구 세종대로 110 (태평로1가, 서울특별시청) 지하2층 24번 기둥","주중 08:00~19:00, 주말 09:00~18:00","","급속(50kW단독)","",""
"서울시","성동구 마장동 거주자우선주차장 가로등형 충전기","01","DC콤보","기타시설","기타","서울특별시","성동구 ","서울특별시 성동구 마장동 775-2 트레저힐스 (서울특별시 성동구 마조로19길 18 전기차 충전소)","평일 09:00~18:00","","급속(50kW단독)","",""
"서울시","성동구청","01","DC차데모+AC3상+DC콤보","공공시설","관공서","서울특별시","성동구 ","서울특별시 성동구 고산자로 270 (행당동, 성동구청) 지하2층 F7번 구역","주중 08:00~19:00, 주말 09:00~18:00","","급속(50kW단독)","",""
"서울시","성북구의회","01","DC콤보","공공시설","관공서","서울특별시","성북구 ","서울특별시 성북구 북악산로 949-60 성북구의회 주차장","24시간 이용가능","","급속(50kW단독)","",""
"서울시","송월동차고지","04","DC콤보","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","급속(100kW동시)","",""
"서울시","송월동차고지","05","DC콤보","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","급속(100kW동시)","",""
"서울시","송월동차고지","08","DC콤보","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","급속(100kW동시)","",""
"서울시","송월동차고지","09","DC콤보","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","급속(100kW단독)","",""
"서울시","송월동차고지","10","DC콤보","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","급속(50kW동시)","",""
"서울시","송월동차고지","11","DC콤보","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","급속(50kW단독)","",""
"서울시","송월동차고지","12","AC완속","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","완속(7kW단독)","",""
"서울시","송월동차고지","13","AC완속","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","완속(7kW단독)","",""
"서울시","송월동차고지","14","AC완속","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","완속(7kW단독)","",""
"서울시","송월동차고지","15","AC완속","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","완속(7kW단독)","",""
"서울시","송월동차고지","16","AC완속","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","완속(7kW단독)","",""
"서울시","송월동차고지","17","AC완속","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","완속(7kW단독)","",""
"서울시","송월동차고지","18","AC완속","관광시설","박물관","서울특별시","종로구 ","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","주중 08:00~19:00, 주말 09:00~18:00","","완속(7kW단독)","",""
"서울시","수락산디자인거리 공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","노원구 ","서울특별시 노원구 상계동 1119 해주네 곰탕 앞해주네곰팅 잎","24시간 이용가능","","급속(50kW단독)","",""
"서울시","수서역 공영주차장 복합충전소","01","DC콤보","주차시설","공영주차장","서울특별시","강남구 ","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","24시간 이용가능","","급속(200kW동시)","",""
"서울시","수서역 공영주차장 복합충전소","02","DC콤보","주차시설","공영주차장","서울특별시","강남구 ","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","24시간 이용가능","","급속(200kW동시)","",""
"서울시","수서역 공영주차장 복합충전소","03","DC콤보","주차시설","공영주차장","서울특별시","강남구 ","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","24시간 이용가능","","급속(200kW동시)","",""
"서울시","수서역 공영주차장 복합충전소","04","DC콤보","주차시설","공영주차장","서울특별시","강남구 ","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","24시간 이용가능","","급속(200kW동시)","",""
"서울시","수서역 공영주차장 복합충전소","05","DC콤보","주차시설","공영주차장","서울특별시","강남구 ","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","24시간 이용가능","","급속(200kW동시)","",""
"서울시","청계5 노상공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","중구 ","서울특별시 중구 동호로 378-2 지하상가 입구 인근청계5가 지하쇼핑센터 입구 인근","24시간 이용가능","","급속(50kW단독)","",""
"서울시","수서역 공영주차장 복합충전소","06","DC콤보","주차시설","공영주차장","서울특별시","강남구 ","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","24시간 이용가능","","급속(200kW동시)","",""
"서울시","수유동 가오천 공영주차장 전기차 충전소","01","AC완속","주차시설","공영주차장","서울특별시","강북구 ","서울특별시 강북구 한천로150길 20 가오천노상공영주차장","24시간 이용가능","","완속(7kW단독)","",""
"서울시","시립서부노인전문요양센터","01","AC완속","공공시설","공공기관","서울특별시","마포구 ","서울특별시 마포구 월드컵로36길 15 지상 주차장지상 자전거 거치대 좌측","24시간 이용가능","","완속(7kW단독)","",""
"서울시","신대방동 거주자우선주차장","01","DC콤보","주차시설","일반주차장","서울특별시","동작구 ","서울특별시 동작구 시흥대로 596 가6번 구획가 6번 구획","24시간 이용가능","","급속(50kW단독)","",""
"서울시","신월5동 복개 노상공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","양천구 ","서울특별시 양천구 남부순환로 331 메디힐병원 뒤 요금정산소 인근요금정산소 옆","24시간 이용가능","","급속(50kW단독)","",""
"서울시","신정4동길 노상공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","양천구 ","서울특별시 양천구 신정중앙로 35 쌍용자동차 앞쌍용자동차 앞","24시간 이용가능","","급속(50kW단독)","",""
"서울시","신정4동길 노상공영주차장","02","DC콤보","주차시설","공영주차장","서울특별시","양천구 ","서울특별시 양천구 신정중앙로 35 쌍용자동차 앞쌍용자동차 앞","24시간 이용가능","","급속(50kW단독)","",""
"서울시","신창동 공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","용산구 ","서울특별시 용산구 원효로35길 53 신창동 공영주차장","24시간 이용가능","","급속(100kW단독)","",""
"서울시","양재솔라스테이션","01","DC차데모+DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(50kW동시)","",""
"서울시","양재솔라스테이션","02","DC차데모+DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(50kW동시)","",""
"서울시","양재솔라스테이션","03","DC차데모+DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(50kW동시)","",""
"서울시","양재솔라스테이션","04","DC차데모+DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(50kW동시)","",""
"서울시","양재솔라스테이션","05","DC차데모+DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(50kW동시)","",""
"서울시","양재솔라스테이션","06","DC차데모+DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(50kW동시)","",""
"서울시","양재솔라스테이션","07","DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(50kW동시)","",""
"서울시","양재솔라스테이션","08","DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(50kW동시)","",""
"서울시","양재솔라스테이션","09","DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(50kW동시)","",""
"서울시","양재솔라스테이션","10","DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(50kW동시)","",""
"서울시","양재솔라스테이션","11","DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(100kW동시)","",""
"서울시","양재솔라스테이션","12","DC콤보","주차시설","일반주차장","서울특별시","서초구 ","서울특별시 서초구 바우뫼로12길 73 (양재동, 양재솔라스테이션) 지상1층 진입로 오른쪽 5M 지점","24시간 이용가능","","급속(100kW동시)","",""
"서울시","양천구민체육센터","01","DC콤보","공공시설","지자체시설","서울특별시","양천구 ","서울특별시 양천구 목동동로 87 주차장 안쪽","24시간 이용가능","","급속(100kW동시)","",""
"서울시","양천구민체육센터","02","DC콤보","공공시설","지자체시설","서울특별시","양천구 ","서울특별시 양천구 목동동로 87 주차장 안쪽","24시간 이용가능","","급속(100kW동시)","",""
"서울시","양천구청","01","DC차데모+AC3상+DC콤보","공공시설","관공서","서울특별시","양천구 ","서울특별시 양천구 목동동로 105 (신정동, 양천구청) 지상1층 진입로 우측 10M 지점","24시간 이용가능","","급속(50kW단독)","",""
"서울시","어린이대공원 구의문 주차장 복합충전소","01","DC콤보","주차시설","공영주차장","서울특별시","광진구 ","서울특별시 광진구 능동로 216 (능동, 어린이대공원 구의문공영주차장) 지상1층 진입로 정면 10M지점구의문 주차장","24시간 이용가능","","급속(200kW동시)","",""
"서울시","어린이대공원 구의문 주차장 복합충전소","02","DC콤보","주차시설","공영주차장","서울특별시","광진구 ","서울특별시 광진구 능동로 216 (능동, 어린이대공원 구의문공영주차장) 지상1층 진입로 정면 10M지점구의문 주차장","24시간 이용가능","","급속(200kW동시)","",""
"서울시","어린이대공원 구의문 주차장 복합충전소","03","DC콤보","주차시설","공영주차장","서울특별시","광진구 ","서울특별시 광진구 능동로 216 (능동, 어린이대공원 구의문공영주차장) 지상1층 진입로 정면 10M지점구의문 주차장","24시간 이용가능","","급속(200kW동시)","",""
"서울시","어린이대공원 구의문 주차장 복합충전소","04","DC콤보","주차시설","공영주차장","서울특별시","광진구 ","서울특별시 광진구 능동로 216 (능동, 어린이대공원 구의문공영주차장) 지상1층 진입로 정면 10M지점구의문 주차장","24시간 이용가능","","급속(200kW동시)","",""
"서울시","어린이대공원 구의문 주차장 복합충전소","05","DC콤보","주차시설","공영주차장","서울특별시","광진구 ","서울특별시 광진구 능동로 216 (능동, 어린이대공원 구의문공영주차장) 지상1층 진입로 정면 10M지점구의문 주차장","24시간 이용가능","","급속(200kW동시)","",""
"서울시","어린이대공원 구의문 주차장 복합충전소","06","DC콤보","주차시설","공영주차장","서울특별시","광진구 ","서울특별시 광진구 능동로 216 (능동, 어린이대공원 구의문공영주차장) 지상1층 진입로 정면 10M지점구의문 주차장","24시간 이용가능","","급속(200kW동시)","",""
"서울시","어린이대공원 후문주차장","01","DC콤보","주차시설","공영주차장","서울특별시","광진구 ","서울특별시 광진구 능동로 216 (서울특별시 광진구 천호대로124길 11 전기차충전소)후문주차장","주중 08:00~19:00, 주말 09:00~18:00","","급속(50kW단독)","",""
"서울시","여의도 KBS홀 앞 전기차 충전소","01","DC콤보","주차시설","공영주차장","서울특별시","영등포구 ","서울특별시 영등포구 여의공원로 13 kBS홀 앞 전기차 충전소kBS홀 앞 전기차 충전소","24시간 이용가능","","급속(50kW단독)","",""
"서울시","여의도 KBS홀 앞 전기차 충전소","02","AC완속","주차시설","공영주차장","서울특별시","영등포구 ","서울특별시 영등포구 여의공원로 13 kBS홀 앞 전기차 충전소kBS홀 앞 전기차 충전소","24시간 이용가능","","완속(7kW단독)","",""
"서울시","여의도 KBS홀 앞 전기차 충전소","03","AC완속","주차시설","공영주차장","서울특별시","영등포구 ","서울특별시 영등포구 여의공원로 13 kBS홀 앞 전기차 충전소kBS홀 앞 전기차 충전소","24시간 이용가능","","완속(7kW단독)","",""
"서울시","여의서로 노상공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","영등포구 ","서울특별시 영등포구 의사당대로 1 국회1어린이집 인근(식물원 앞)국회제1어린이집 인근","24시간 이용가능","","급속(50kW단독)","",""
"서울시","여의서로 노상공영주차장","02","DC콤보","주차시설","공영주차장","서울특별시","영등포구 ","서울특별시 영등포구 의사당대로 1 국회1어린이집 인근(식물원 앞)국회제1어린이집 인근","24시간 이용가능","","급속(50kW단독)","",""
"서울시","연희동 거주자우선주차장","01","DC콤보","주차시설","일반주차장","서울특별시","서대문구 ","서울특별시 서대문구 연희동 736 거주자우선주차장 32-10 구획거주자우선주차장 32-10 구획","24시간 이용가능","","급속(50kW단독)","",""
"서울시","연희제2공영주차장","01","DC콤보","공공시설","지자체시설","서울특별시","서대문구 ","서울특별시 서대문구 연희로15길 113 연희제2공영주차장","24시간 이용가능","","급속(100kW단독)","",""
"서울시","연희제2공영주차장","02","DC콤보","공공시설","지자체시설","서울특별시","서대문구 ","서울특별시 서대문구 연희로15길 113 연희제2공영주차장","24시간 이용가능","","급속(100kW단독)","",""
"서울시","영동대로85길 노상공영주차장(대명중학교 뒤)","01","DC콤보","주차시설","공영주차장","서울특별시","강남구 ","서울특별시 강남구 테헤란로88길 17 파리바게뜨 앞","24시간 이용가능","","급속(50kW단독)","",""
"서울시","영동대로85길 노상공영주차장(요금정산소 옆)","01","DC콤보","주차시설","공영주차장","서울특별시","강남구 ","서울특별시 강남구 삼성로86길 23 요금정산소 옆","24시간 이용가능","","급속(50kW단독)","",""
"서울시","오목교역 노상공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","양천구 ","서울특별시 양천구 목동서로 159-3 LG유플러스 인근","24시간 이용가능","","급속(50kW단독)","",""
"서울시","올림픽기념국민생활관","01","AC완속","공공시설","지자체시설","서울특별시","종로구 ","서울특별시 종로구 성균관로 91 올림픽기념국민생활관","24시간 이용가능","","완속(7kW단독)","",""
"서울시","올림픽기념국민생활관","02","AC완속","공공시설","지자체시설","서울특별시","종로구 ","서울특별시 종로구 성균관로 91 올림픽기념국민생활관","24시간 이용가능","","완속(7kW단독)","",""
"서울시","올림픽기념국민생활관","03","AC완속","공공시설","지자체시설","서울특별시","종로구 ","서울특별시 종로구 성균관로 91 올림픽기념국민생활관","24시간 이용가능","","완속(7kW단독)","",""
"서울시","올림픽기념국민생활관","04","AC완속","공공시설","지자체시설","서울특별시","종로구 ","서울특별시 종로구 성균관로 91 올림픽기념국민생활관","24시간 이용가능","","완속(7kW단독)","",""
"서울시","월계동 거주자주차장","01","DC콤보","주차시설","일반주차장","서울특별시","노원구 ","서울특별시 노원구 광운로 20 2-16 구획주차구획 2-16","24시간 이용가능","","급속(50kW단독)","",""
"서울시","위례성길 공영주차장 전기차 충전소","01","DC콤보","주차시설","공영주차장","서울특별시","송파구 ","서울특별시 송파구 위례성대로 68 위례성길 공영주차장","24시간 이용가능","","급속(50kW단독)","",""
"서울시","위례성길 공영주차장 전기차 충전소","02","AC완속","주차시설","공영주차장","서울특별시","송파구 ","서울특별시 송파구 위례성대로 68 위례성길 공영주차장","24시간 이용가능","","완속(7kW단독)","",""
"서울시","으뜸공원 공영주차장 전기차 충전소","01","AC완속","주차시설","공영주차장","서울특별시","강북구 ","서울특별시 강북구 솔샘로67길 33 으뜸공원 공영주차장으뜸공원 공영주차장","24시간 이용가능","","완속(7kW단독)","",""
"서울시","은평평화공원 지하공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","은평구 ","서울특별시 은평구 서오릉로 지하47 은평평화공원 지하공영주차장","24시간 이용가능","","급속(100kW단독)","",""
"서울시","을지로 노상공영주차장(신한은행 앞)","01","DC콤보","주차시설","공영주차장","서울특별시","중구 ","서울특별시 중구 을지로 213 신한은행 앞","24시간 이용가능","","급속(50kW단독)","",""
"서울시","을지로 노상공영주차장(하나은행 앞)","01","DC콤보","주차시설","공영주차장","서울특별시","중구 ","서울특별시 중구 을지로 167 하나은행 앞","24시간 이용가능","","급속(50kW단독)","",""
"서울시","이문동 거주자우선주차장","01","DC콤보","주차시설","일반주차장","서울특별시","동대문구 ","서울특별시 동대문구 이문동 209-1 이문고가 인근이문고가차도 인근(가로공원 인근 주차장)","24시간 이용가능","","급속(50kW단독)","",""
"서울시","자양우성1차아파트 앞 전기차 충전소","01","DC콤보","주차시설","공영주차장","서울특별시","광진구 ","서울특별시 광진구 자양번영로 45 노상공영주차장 유료 42번노상공영주차장 유료 42번","24시간 이용가능","","급속(50kW단독)","",""
"서울시","자양한양아파트 앞 전기차 충전소","01","DC콤보","주차시설","공영주차장","서울특별시","광진구 ","서울특별시 광진구 구의강변로 11 정문 앞 유료 48번정문 앞 유료 48번","24시간 이용가능","","급속(50kW단독)","",""
"서울시","잠실 청소년센터 앞 전기차 충전소","01","DC콤보","주차시설","공영주차장","서울특별시","송파구 ","서울특별시 송파구 올림픽로8길 20 잠실 청소년센터잠실 청소년센터","24시간 이용가능","","급속(50kW단독)","",""
"서울시","적선동 공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","종로구 ","서울특별시 종로구 새문안로5길 49-1 (서울특별시 종로구 새문안로 5길 47 전기차충전소)서울특별시 종로구 적선동 172 적선동공영주차장","주중 08:00~19:00, 주말 09:00~18:00","","급속(100kW동시)","",""
"서울시","적선동 공영주차장","02","DC콤보","주차시설","공영주차장","서울특별시","종로구 ","서울특별시 종로구 새문안로5길 49-1 (서울특별시 종로구 새문안로 5길 47 전기차충전소)서울특별시 종로구 적선동 172 적선동공영주차장","주중 08:00~19:00, 주말 09:00~18:00","","급속(100kW동시)","",""
"서울시","정릉천변 노상공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","동대문구 ","서울특별시 동대문구 정릉천동로 125-1 빌라 앞 공영주차장","24시간 이용가능","","급속(50kW단독)","",""
"서울시","중곡동 복개천 노상공영주차장(중곡동우체국 앞)","01","DC콤보","주차시설","공영주차장","서울특별시","광진구 ","서울특별시 광진구 긴고랑로 66 중곡동우체국 앞","24시간 이용가능","","급속(50kW단독)","",""
"서울시","중랑구시설관리공단 복합청사 주차장","01","AC완속","공공시설","관공서","서울특별시","중랑구 ","서울특별시 중랑구 봉화산로 190 지하1층지하1층","09:00~18:00","","완속(7kW단독)","",""
"서울시","중랑구청","01","DC콤보","공공시설","관공서","서울특별시","중랑구 ","서울특별시 중랑구 봉화산로 179 (신내동, 중랑구청) 지하1층 19번 기둥","주중 08:00~19:00, 주말 09:00~18:00","","급속(100kW동시)","",""
"서울시","중랑구청","02","DC콤보","공공시설","관공서","서울특별시","중랑구 ","서울특별시 중랑구 봉화산로 179 (신내동, 중랑구청) 지하1층 19번 기둥","주중 08:00~19:00, 주말 09:00~18:00","","급속(100kW동시)","",""
"서울시","중랑천환경센터","01","DC콤보","공공시설","지자체시설","서울특별시","노원구 ","서울특별시 노원구 덕릉로 430 본관 주차장환경센터 주차장","24시간 이용가능","","급속(100kW단독)","",""
"서울시","중랑천환경센터","02","DC콤보","공공시설","지자체시설","서울특별시","노원구 ","서울특별시 노원구 덕릉로 430 본관 주차장환경센터 주차장","24시간 이용가능","","급속(100kW단독)","",""
"서울시","중랑초교 공영주차장","01","AC완속","공공시설","지자체시설","서울특별시","중랑구 ","서울특별시 중랑구 봉우재로6길 26 중랑초교 공영주차장","24시간 이용가능","","완속(7kW단독)","",""
"서울시","중랑초교 공영주차장","02","AC완속","공공시설","지자체시설","서울특별시","중랑구 ","서울특별시 중랑구 봉우재로6길 26 중랑초교 공영주차장","24시간 이용가능","","완속(7kW단독)","",""
"서울시","중랑초교 공영주차장","03","DC콤보","공공시설","지자체시설","서울특별시","중랑구 ","서울특별시 중랑구 봉우재로6길 26 중랑초교 공영주차장","24시간 이용가능","","급속(100kW단독)","",""
"서울시","중랑초교 공영주차장","04","AC완속","공공시설","지자체시설","서울특별시","중랑구 ","서울특별시 중랑구 봉우재로6길 26 중랑초교 공영주차장","24시간 이용가능","","급속(100kW단독)","",""
"서울시","중랑캠핑숲 제1주차장","01","AC완속","주차시설","공영주차장","서울특별시","중랑구 ","서울특별시 중랑구 송림길 160 주차장 입구 좌측입구 좌측","24시간 이용가능","","완속(7kW단독)","",""
"서울시","중랑캠핑숲 제1주차장","02","DC콤보","주차시설","공영주차장","서울특별시","중랑구 ","서울특별시 중랑구 송림길 160 주차장 입구 좌측입구 좌측","24시간 이용가능","","급속(100kW동시)","",""
"서울시","중랑캠핑숲 제1주차장","03","DC콤보","주차시설","공영주차장","서울특별시","중랑구 ","서울특별시 중랑구 송림길 160 주차장 입구 좌측입구 좌측","24시간 이용가능","","급속(100kW동시)","",""
"서울시","중랑캠핑숲 제1주차장","04","DC콤보","주차시설","공영주차장","서울특별시","중랑구 ","서울특별시 중랑구 송림길 160 주차장 입구 좌측입구 좌측","24시간 이용가능","","급속(100kW동시)","",""
"서울시","중랑캠핑숲 제1주차장","05","DC콤보","주차시설","공영주차장","서울특별시","중랑구 ","서울특별시 중랑구 송림길 160 주차장 입구 좌측입구 좌측","24시간 이용가능","","급속(100kW단독)","",""
"서울시","창2동 제4공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","도봉구 ","서울특별시 도봉구 덕릉로59길 63 지상 48-638 구획지상 48-638 구획","24시간 이용가능","","급속(50kW단독)","",""
"서울시","창3동 제1공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","도봉구 ","서울특별시 도봉구 우이천로4길 24-11 지하지하주차장 램프 밑","24시간 이용가능","","급속(50kW단독)","",""
"서울시","창동역 공영주차장","01","DC콤보","주차시설","공영주차장","서울특별시","도봉구 ","서울특별시 도봉구 마들로11길 74 (창동, 창동역공영주차장) 지상1층 진입로 오른쪽 10M","24시간 이용가능","","급속(50kW단독)","",""
"서울시","창작연극지원센터","01","DC콤보","공공시설","지자체시설","서울특별시","성북구 ","서울특별시 성북구 동소문로 1 1-4","24시간 이용가능","","급속(100kW단독)","",""
"서울시","창작연극지원센터","02","DC콤보","공공시설","지자체시설","서울특별시","성북구 ","서울특별시 성북구 동소문로 1 1-4","24시간 이용가능","","급속(100kW단독)","",""
"서울시","천호역 공영주차장","01","DC차데모+AC3상+DC콤보","주차시설","공영주차장","서울특별시","강동구 ","서울특별시 강동구 천호대로 지하997 (천호동, 천호역공영주차장) 지하1층 A37번 기둥지하1층 A35구역","24시간 이용가능","","급속(50kW단독)","",""
"서울시","청계3 노상공영주차장(고려상사 앞)","01","DC콤보","주차시설","공영주차장","서울특별시","중구 ","서울특별시 중구 동호로 377 고려상사 앞","24시간 이용가능","","급속(50kW단독)","",""
"서울시","청계3 노상공영주차장(코리아몰 앞)","01","DC콤보","주차시설","공영주차장","서울특별시","중구 ","서울특별시 중구 동호로 지하384 코리아몰 앞","24시간 이용가능","","급속(50kW단독)","",""
"서울시","청계5 노상공영주차장","02","DC콤보","주차시설","공영주차장","서울특별시","중구 ","서울특별시 중구 동호로 378-2 지하상가 입구 인근청계5가 지하쇼핑센터 입구 인근","24시간 이용가능","","급속(50kW단독)","",""
