출발행정코드,도착행정코드,출발 주소,도착 주소,출발_lat,출발_lon,도착_lat,도착_lon
5011065000,5011056000,제주특별자치도 제주시 연동,제주특별자치도 제주시 삼도2동,33.4881587278291,126.496886364512,33.5117364098824,126.522210779322
5011065000,5011063000,제주특별자치도 제주시 연동,제주특별자치도 제주시 아라동,33.4881587278291,126.496886364512,33.4763364525424,126.545269320542
5011063000,5011065000,제주특별자치도 제주시 아라동,제주특별자치도 제주시 연동,33.4763364525424,126.545269320542,33.4881587278291,126.496886364512
5011025300,5011031000,제주특별자치도 제주시 애월읍,제주특별자치도 제주시 한경면,33.4621910539136,126.328972924341,33.3501250793777,126.184152847435
5011031000,5011025300,제주특별자치도 제주시 한경면,제주특별자치도 제주시 애월읍,33.3501250793777,126.184152847435,33.4621910539136,126.328972924341
5011066000,5011053000,제주특별자치도 제주시 노형동,제주특별자치도 제주시 이도1동,33.4830787814711,126.477191625107,33.5069402043293,126.526976882752
5013031000,5011056000,제주특별자치도 서귀포시 안덕면,제주특별자치도 제주시 삼도2동,33.2576271445351,126.330674173691,33.5117364098824,126.522210779322
5011056000,5013061000,제주특별자치도 제주시 삼도2동,제주특별자치도 서귀포시 중문동,33.5117364098824,126.522210779322,33.2533312875508,126.433639283924
5013061000,5013031000,제주특별자치도 서귀포시 중문동,제주특별자치도 서귀포시 안덕면,33.2533312875508,126.433639283924,33.2576271445351,126.330674173691
5011025900,5011025900,제주특별자치도 제주시 조천읍,제주특별자치도 제주시 조천읍,33.5344013008299,126.634132237491,33.5344013008299,126.634132237491
5011025900,5011025900,제주특별자치도 제주시 조천읍,제주특별자치도 제주시 조천읍,33.5344013008299,126.634132237491,33.5344013008299,126.634132237491
5011060000,5011060000,제주특별자치도 제주시 화북동,제주특별자치도 제주시 화북동,33.5202191791981,126.565465645477,33.5202191791981,126.565465645477
5011060000,5011061000,제주특별자치도 제주시 화북동,제주특별자치도 제주시 삼양동,33.5202191791981,126.565465645477,33.521885794087,126.585599365994
5011061000,5011061000,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 삼양동,33.521885794087,126.585599365994,33.521885794087,126.585599365994
5011061000,5011061000,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 삼양동,33.521885794087,126.585599365994,33.521885794087,126.585599365994
5011061000,5011060000,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 화북동,33.521885794087,126.585599365994,33.5202191791981,126.565465645477
5011060000,5011060000,제주특별자치도 제주시 화북동,제주특별자치도 제주시 화북동,33.5202191791981,126.565465645477,33.5202191791981,126.565465645477
5011060000,5011060000,제주특별자치도 제주시 화북동,제주특별자치도 제주시 화북동,33.5202191791981,126.565465645477,33.5202191791981,126.565465645477
5011060000,5011060000,제주특별자치도 제주시 화북동,제주특별자치도 제주시 화북동,33.5202191791981,126.565465645477,33.5202191791981,126.565465645477
5011060000,5011060000,제주특별자치도 제주시 화북동,제주특별자치도 제주시 화북동,33.5202191791981,126.565465645477,33.5202191791981,126.565465645477
5011066000,5011065000,제주특별자치도 제주시 노형동,제주특별자치도 제주시 연동,33.4830787814711,126.477191625107,33.4881587278291,126.496886364512
5011065000,5011066000,제주특별자치도 제주시 연동,제주특별자치도 제주시 노형동,33.4881587278291,126.496886364512,33.4830787814711,126.477191625107
5011025000,5011025300,제주특별자치도 제주시 한림읍,제주특별자치도 제주시 애월읍,33.4105783903146,126.266790495497,33.4621910539136,126.328972924341
5011025300,5011025000,제주특별자치도 제주시 애월읍,제주특별자치도 제주시 한림읍,33.4621910539136,126.328972924341,33.4105783903146,126.266790495497
5011067000,5011064000,제주특별자치도 제주시 외도동,제주특별자치도 제주시 오라동,33.4928558847398,126.432175190878,33.4951309224098,126.511579851714
5011064000,5011062000,제주특별자치도 제주시 오라동,제주특별자치도 제주시 봉개동,33.4951309224098,126.511579851714,33.4917232670658,126.594687244154
5011062000,5011064000,제주특별자치도 제주시 봉개동,제주특별자치도 제주시 오라동,33.4917232670658,126.594687244154,33.4951309224098,126.511579851714
5011064000,5011067000,제주특별자치도 제주시 오라동,제주특별자치도 제주시 외도동,33.4951309224098,126.511579851714,33.4928558847398,126.432175190878
5011061000,5011061000,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 삼양동,33.521885794087,126.585599365994,33.521885794087,126.585599365994
5011061000,5011061000,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 삼양동,33.521885794087,126.585599365994,33.521885794087,126.585599365994
5013060000,5013060000,제주특별자치도 서귀포시 대천동,제주특별자치도 서귀포시 대천동,33.2505202392237,126.477773783619,33.2505202392237,126.477773783619
5011067000,5011066000,제주특별자치도 제주시 외도동,제주특별자치도 제주시 노형동,33.4928558847398,126.432175190878,33.4830787814711,126.477191625107
5011066000,5011066000,제주특별자치도 제주시 노형동,제주특별자치도 제주시 노형동,33.4830787814711,126.477191625107,33.4830787814711,126.477191625107
5011066000,5011066000,제주특별자치도 제주시 노형동,제주특별자치도 제주시 노형동,33.4830787814711,126.477191625107,33.4830787814711,126.477191625107
5011066000,5011067000,제주특별자치도 제주시 노형동,제주특별자치도 제주시 외도동,33.4830787814711,126.477191625107,33.4928558847398,126.432175190878
5011067000,5011066000,제주특별자치도 제주시 외도동,제주특별자치도 제주시 노형동,33.4928558847398,126.432175190878,33.4830787814711,126.477191625107
5011066000,5011068000,제주특별자치도 제주시 노형동,제주특별자치도 제주시 이호동,33.4830787814711,126.477191625107,33.4997987983844,126.45809934047
5011068000,5011067000,제주특별자치도 제주시 이호동,제주특별자치도 제주시 외도동,33.4997987983844,126.45809934047,33.4928558847398,126.432175190878
5011067000,5011066000,제주특별자치도 제주시 외도동,제주특별자치도 제주시 노형동,33.4928558847398,126.432175190878,33.4830787814711,126.477191625107
5011066000,5011067000,제주특별자치도 제주시 노형동,제주특별자치도 제주시 외도동,33.4830787814711,126.477191625107,33.4928558847398,126.432175190878
5011064000,5011065000,제주특별자치도 제주시 오라동,제주특별자치도 제주시 연동,33.4951309224098,126.511579851714,33.4881587278291,126.496886364512
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011065000,5011064000,제주특별자치도 제주시 연동,제주특별자치도 제주시 오라동,33.4881587278291,126.496886364512,33.4951309224098,126.511579851714
5011064000,5011064000,제주특별자치도 제주시 오라동,제주특별자치도 제주시 오라동,33.4951309224098,126.511579851714,33.4951309224098,126.511579851714
5011064000,5011054000,제주특별자치도 제주시 오라동,제주특별자치도 제주시 이도2동,33.4951309224098,126.511579851714,33.4970469392194,126.535290947589
5011054000,5011064000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 오라동,33.4970469392194,126.535290947589,33.4951309224098,126.511579851714
5013031000,5013059000,제주특별자치도 서귀포시 안덕면,제주특별자치도 서귀포시 대륜동,33.2576271445351,126.330674173691,33.2558057168253,126.510159900758
5013059000,5013031000,제주특별자치도 서귀포시 대륜동,제주특별자치도 서귀포시 안덕면,33.2558057168253,126.510159900758,33.2576271445351,126.330674173691
5011065000,5013031000,제주특별자치도 제주시 연동,제주특별자치도 서귀포시 안덕면,33.4881587278291,126.496886364512,33.2576271445351,126.330674173691
5013031000,5011066000,제주특별자치도 서귀포시 안덕면,제주특별자치도 제주시 노형동,33.2576271445351,126.330674173691,33.4830787814711,126.477191625107
5011066000,5011065000,제주특별자치도 제주시 노형동,제주특별자치도 제주시 연동,33.4830787814711,126.477191625107,33.4881587278291,126.496886364512
5013060000,5011025900,제주특별자치도 서귀포시 대천동,제주특별자치도 제주시 조천읍,33.2505202392237,126.477773783619,33.5344013008299,126.634132237491
5011025900,5013060000,제주특별자치도 제주시 조천읍,제주특별자치도 서귀포시 대천동,33.5344013008299,126.634132237491,33.2505202392237,126.477773783619
5013060000,5013059000,제주특별자치도 서귀포시 대천동,제주특별자치도 서귀포시 대륜동,33.2505202392237,126.477773783619,33.2558057168253,126.510159900758
5013059000,5013060000,제주특별자치도 서귀포시 대륜동,제주특별자치도 서귀포시 대천동,33.2558057168253,126.510159900758,33.2505202392237,126.477773783619
5013025000,5013031000,제주특별자치도 서귀포시 대정읍,제주특별자치도 서귀포시 안덕면,33.226678134706,126.251842356115,33.2576271445351,126.330674173691
5013031000,5013025000,제주특별자치도 서귀포시 안덕면,제주특별자치도 서귀포시 대정읍,33.2576271445351,126.330674173691,33.226678134706,126.251842356115
5011064000,5011065000,제주특별자치도 제주시 오라동,제주특별자치도 제주시 연동,33.4951309224098,126.511579851714,33.4881587278291,126.496886364512
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011065000,5011064000,제주특별자치도 제주시 연동,제주특별자치도 제주시 오라동,33.4881587278291,126.496886364512,33.4951309224098,126.511579851714
5011058000,5011063000,제주특별자치도 제주시 용담2동,제주특별자치도 제주시 아라동,33.5114717601179,126.511681792485,33.4763364525424,126.545269320542
5011063000,5011058000,제주특별자치도 제주시 아라동,제주특별자치도 제주시 용담2동,33.4763364525424,126.545269320542,33.5114717601179,126.511681792485
5011058000,5011063000,제주특별자치도 제주시 용담2동,제주특별자치도 제주시 아라동,33.5114717601179,126.511681792485,33.4763364525424,126.545269320542
5011063000,5011058000,제주특별자치도 제주시 아라동,제주특별자치도 제주시 용담2동,33.4763364525424,126.545269320542,33.5114717601179,126.511681792485
5011056000,5011058000,제주특별자치도 제주시 삼도2동,제주특별자치도 제주시 용담2동,33.5117364098824,126.522210779322,33.5114717601179,126.511681792485
5011058000,5011056000,제주특별자치도 제주시 용담2동,제주특별자치도 제주시 삼도2동,33.5114717601179,126.511681792485,33.5117364098824,126.522210779322
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011065000,5011054000,제주특별자치도 제주시 연동,제주특별자치도 제주시 이도2동,33.4881587278291,126.496886364512,33.4970469392194,126.535290947589
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011054000,5011065000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 연동,33.4970469392194,126.535290947589,33.4881587278291,126.496886364512
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011061000,5011065000,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 연동,33.521885794087,126.585599365994,33.4881587278291,126.496886364512
5011065000,5011061000,제주특별자치도 제주시 연동,제주특별자치도 제주시 삼양동,33.4881587278291,126.496886364512,33.521885794087,126.585599365994
5011061000,5011061000,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 삼양동,33.521885794087,126.585599365994,33.521885794087,126.585599365994
5011065000,5011066000,제주특별자치도 제주시 연동,제주특별자치도 제주시 노형동,33.4881587278291,126.496886364512,33.4830787814711,126.477191625107
5011055000,5011054000,제주특별자치도 제주시 삼도1동,제주특별자치도 제주시 이도2동,33.5041154033522,126.517362400658,33.4970469392194,126.535290947589
5011054000,5011054000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,33.4970469392194,126.535290947589,33.4970469392194,126.535290947589
5011054000,5011055000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 삼도1동,33.4970469392194,126.535290947589,33.5041154033522,126.517362400658
5013032000,5011065000,제주특별자치도 서귀포시 표선면,제주특별자치도 제주시 연동,33.3267161050578,126.83098213169,33.4881587278291,126.496886364512
5011065000,5013032000,제주특별자치도 제주시 연동,제주특별자치도 서귀포시 표선면,33.4881587278291,126.496886364512,33.3267161050578,126.83098213169
5011063000,5011025600,제주특별자치도 제주시 아라동,제주특별자치도 제주시 구좌읍,33.4763364525424,126.545269320542,33.5225267070201,126.852053599141
5011025600,5011065000,제주특별자치도 제주시 구좌읍,제주특별자치도 제주시 연동,33.5225267070201,126.852053599141,33.4881587278291,126.496886364512
5011053000,5011061000,제주특별자치도 제주시 이도1동,제주특별자치도 제주시 삼양동,33.5069402043293,126.526976882752,33.521885794087,126.585599365994
